Precio,Direccion,Actualizado,Gastos_Comunes,Piso,Apartamentos_por_Pisos,Cantidad_de_Pisos,Tipo_de_Propiedad,Zona,Estado,Disposicion,Banos,Habitaciones,M2_edificados,M2_de_terraza,M2_del_terreno,Ano_de_Construccion,Dormitorios,Garajes,Plantas,Vista_al_mar,Vivienda_Social,Deposito,Barbacoa,Calefaccion,Mascota,Playroom,GYM,Cochera,Gas_Caneria,Patio,Solarium,Jardin,Duplex,Salon,Aire_Acondicionado,Losa_Radiante,Closet,Parrillero,Balcon,WiFi,Piscina,Amueblado,Descripcion
643,Magallanes 1319,2023-07-23,81,7,10,11,Apartamento,Cordón,A estrenar,Al frente,1,2,38,6,38,2023,1,0,1.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"Excelente oportunidad para ESTRENAR amplios y luminosos apartamentos de 1 dormitorio en Magallanes entre José Enrique Rodó y Guayabos. Unidades de 38 metros + terraza.Piso 9 al frente, orientación solar este con mucha luz y ventilación natural.Todas las unidades cuentan con DOBLE aire acondicionado (sala y dormitorio), mientras que en la cocina tienen mueble aéreo, bajo mesada y campana extractora. Además, en el amplio dormitorio tienen un cómodo placard. Aberturas DVH en cada ambiente y cortina de enrollar en el dormitorio.La mejor relación calidad precio para quienes buscan un nuevo hogar que combine ubicación/metraje/calidad constructiva/amoblamiento a un precio interesante.Precios: varían desde $ 23.700 (pisos 1 y 2), $ 24.750 (piso 4), $ 25.250 (pisos 6 y 7), $ 25.750 (pisos 8 y 9) y $ 26.600 en piso 10.Construcción tradicional (no de yeso) con estructura de hormigón armado, ambientes y medianeras de ticholo y revoque de yeso proyectado. Pisos de parquet flotante y porcelanatos. Baños y duchas con pisos antideslizante, revestimiento de cerámica. Cocina con granito, madera y acero inoxidable. Aberturas de la Línea Probba, persianas de aluminio de primera línea y espacios optimizados de forma térmica y acústica; incluyendo sistemas de cierre multipunto para mayor seguridad. Pisos de vinílicos, resistentes al agua (de origen alemán, marca Hegger), en dormitorios y áreas sociales.Baños con losa moderna y de calidad superior, de la marca Ferrum y granitos de la firma Abbate que garantizan la calidad de las terminaciones generales.Con 10 pisos, cuenta con dos ascensores y dos bonitos salones de uso múltiple. Además su fachada cuenta con sistemas de control de acceso y ojo de halcón de última generación funcionando las 24 horas.Hay opciones al frente y contra frente, TODAS CON TERRAZA, DOBLE AC, CAMPANA EXTRACTORA, PLACARD Y ABERTURAS CON DVH.Gastos comunes: $ 3.200 aprox.Garantías: exclusivamente Mapfre, Sura y Porto Seguros.* Cocheras opcionales con costo mensual de $ 3.900."
650,,2023-09-22,150,3,0,0,Apartamento,Centro,Buen estado,Al frente,1,3,60,5,60,0,2,0,1.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,"Ref 333Alquiler Apartamento de 2 Dormitorios en el Centro! con Balcón2 DormitoriosLiving Comedor con Balcón al Frente y Aire AcondicionadoCocina con PlacardTerraza Lavadero1 BañoAlquiler $26.000Gastos Comunes $6.000Garantías Aseguradoras - ANDA - CGN - BHUAcepta MascotasCoordine su visita!ofrece:Valeria, de SAVA Negocios Inmobiliarios."
875,LUIS ALBERTO DE HERRERA ESQUINA SANTIAGO GADEA,2023-09-25,0,0,0,0,Casa,Parque Batlle,Excelente estado,Al frente,1,3,60,13,60,1970,2,0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"OPORTUNIDAD ¡¡ COMO A ESTRENAR, INMACULADA ¡¡ AMPLIA Y LUMINOSA PH DE ALTOS ¡¡ RECIÉN PINTADA, PISOS PLASTIFICADOS E HIDROLAQUEADOS ¡¡ BALCÓN AL FRENTE Y LINDA TERRAZA AL CONTRA FRENTE ¡¡ DIVINA PH DE ALTOS DE APROX 60 MTS MAS BALCON AL FRENTE Y TERRAZA AL CONTRAFRENTE LIVING-COMEDOR AL FRENTE AMPLIO Y LUMINOSO ( PISO DE LAPACHO) CON SALIDA POR MEDIO DE GRAN VENTANAL A LINDO BALCON .DOS DORMITORIOS DE GENEROSAS DIMENSIONES (PISO DE PARQUET EN EXCELENTE ESTADO ) SIN PLACAR.COCINA SEMI-DEFINIDA COMPLETA ( CAMPANA, HORNO, ANAFE) CON MESADA SILVERSTONE, PLACARES AÉREO-BAJO MESADA  BAÑO COMPLETO A NUEVO CON CABINA EN DUCHA Y LINDO MUEBLE.TERRAZA CON DECK SÚPER DISFRUTABLE ¡¡TODO EN PERFECTO ESTADO, RECIÉN PINTADO, PISOS DE LOS DORMITORIOS Y LIVING (PULIDOS E HIDROLAQUEADOS. NO DEJE DE VERLA ¡¡ NO HAY NADA SIMILAR POR LA ZONA ¡¡CONTRATO A 2 AÑOS.  PRECIO: $ 35,000 PESOSSIN GASTO COMÚNGARANTIAS:  PROPIEDAD ( EN MONTEVIDEO, FAMILIAR DIRECTO), BHU ( 5 MESES DE DEPOSITO)LLÁMENOS PARA COORDINAR VISITA AL *** O AL *** CON GUSTO LO ATENDEREMOS"
2490,,2023-06-10,440,1,4,0,Apartamento,Golf,Buen estado,Al frente,3,3,85,59,144,2019,2,1,,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,"En la mejor zona del barrio de Punta Carretas, en primera línea sobre el club de Golf de Montevideo se ubica el Edificio Birdie Golf. Un emprendimiento de categoría internacional con excelente arquitectura y con ambientes diseñados bajo la máxima calidad espacial.
La naturaleza, tranquilidad y un entorno exclusivo, suman valor a su categoría.
Departamento al frente de 85 metros cuadrados contruídos mas patio y terraza de 59 metros cuadrados. 
Se accede por cómodo living comedor, baño social, dos dormitorios en suite con placares, cocina definida, terraza Al frente y amplio patio al fondo. 
Completamente equipado, con calefacción eléctrica independiente, aires acondicionados, portería 24 horas presencial.
Garaje para un auto con automatismo en acceso.
Barbacoa en piso 12 con salón de reuniones y parrillero. 

"
800,,2023-09-14,0,4,4,0,Apartamento,Montevideo,Buen estado,Al frente,1,3,0,0,50,1980,2,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alquile apartamento frente al mar sobre la rambla de Malvin, en piso seis  con terraza principal.y lavadero.
Planta de 50 metros cuadrados, super luminosa y despejada, dos dormitorios con placares, baño completo, living comedor con terraza al frente, cocina definida con terraza lavadero, instalación para lavaropas y tender. 
Portería presencial parcial. 
Disponibilidad de garaje por $ 4000 mensuales.
Consulte garantías.
Gastos comunes $ 6500

"
600,,2023-09-14,0,4,4,0,Apartamento,Malvín,Buen estado,Al frente,1,2,34,4,38,1997,1,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hermoso departamento sobre rambla de Malvín.
Planta de 38 m2 con frente a una de las vistas mas lindas, 1 dormitorio definido con Placard y cortina de enrollar, baño completo con calefón, estar con doble ventana y salida a terraza,  cocina integrada con acogedora barra y dos butacas, muebles de cocina aéreos y bajo mesada. 
Portería presencial.
Posibilidades de garaje en el mismo edificio por $ 4.000 extra.
Gastos comunes $ 4800.


"
1500,Alquiler de Casa a Estrenar 3 dormitorios en Parque de Miramar Carrasco Este,2023-10-06,325,0,0,0,Casa,Carrasco,Buen estado,No aplica,1,4,96,0,96,0,3,1,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,"Esta casa esta dentro de un  housing se ubica en los Lagos del Parque Miramar dentro de un predio cercado de 5000m2. La cercanía a grandes arterias vehiculares, facilita a sus habitantes el acceso en minutos a grandes malls, colegios, centro de Carrasco y Rambla. El complejo, de acceso centralizado, se distribuye en 5 bloques con 31 casas de 2 y 3 dormitorios, todas con plazas de estacionamiento.En el corazón se ubica una plaza equipada con juegos para niños. El lado Sur consta de 70m frente al lago, con extraordinarias vistas. Se diseña un muelle sobre uno de los extremos del predio con el lago, el cual es accedido por un camino de madera a modo de paseo. El Club House ofrece piscina, parrillero, fogón, y en planta alta un espacio Co-Work y Huerta Orgánica.Gracias a la intervención de reconocidos asesores, se logró armonizar arquitectura, paisajismo, y funcionalidad, dotando al proyecto de un alto potencial de valorización. Gastos comunes $ 13.000 cn Vigilancia 24h.Proyecto promovido bajo la ley de vivienda de interés social otorgando exoneraciones fiscales a sus compradores. Estrena hoy. Casa con Vista al LAGO."
4400,Rambla Armenia 1624,2023-06-18,0,0,1,0,Apartamento,Puerto Buceo,A estrenar,Al frente,1,1,192,0,192,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Amplio local comercial en alquiler en Forum Puerto del Buceo.
Ubicado en Rambla Armenia y República Federal de Alemania.
	A pocas cuadras de WTC y Montevideo Shopping, en uno de los mejores puntos de la rambla de Montevideo.
Cuenta con 192m2 de planta, con acceso sobre la calle Euclides Peluffo con 4 puertas independientes.
	El local tiene ventanales de piso a techo, lo que le da gran presencia, luminosidad y visibilidad desde el exterior.
El local tiene baño y kitchenette, cuenta con previsión de aire acondicionado. Se entrega en rústico. 
También disponible en venta.
¡Consultanos! REF: P001243"
2700,rivera y aquistapache,2023-05-18,0,0,0,0,Casa,Punta Gorda,Buen estado,Al frente,2,4,160,0,160,0,3,1,2.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"Casa en punta gorda en régimen de propiedad horizontal. Desarrollada en dos plantas con jardín al frente, se accede por living comedor amplio con estufa de leña , cocina definida con estar diario, baño completo, salida pequeño fondo con acceso a lavadero y barbacoa cerrada con parrillero. 
En planta alta, 3 dormitorios y 1 baño completo mas 1 baño social, dos dormitorios dan al frente y uno al fondo, amplios placares, cortinas de enrollar. 
Garaje cerrado para un auto y entrada dentro de la casa para otro auto. Cerramiento perimetral, alarma. 
Zona de colegios y con excelente locomoción . 
Consulte garantias.  
"
475,Washington 126,2023-09-13,45,1,3,3,Apartamento,Ciudad Vieja,Buen estado,Interior,1,2,40,0,40,1970,1,0,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"Oportunidad imperdible!! Apartamento en Ciudad Vieja a cuatro cuadras de la rambla. Muy luminoso. Calefacción con aire acondicionado.Cuenta con 2 habitaciones, cocina baño.Muy coqueto, no deje de verlo. Edificio con portero eléctrico, primer piso por escalera.Cuenta con la seguridad de la zona. A media cuadra de parada de ómnibus.Gastos comunes muy bajos.Por consultas tratar con RR Negocios Inmobiliarios*** / *** / *** "
2490,,2023-09-14,480,5,0,0,Apartamento,Puerto Buceo,Buen estado,Al frente,2,3,86,11,97,2019,2,1,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,"Divino apartamento en alquiler, 86m2 internos y 11m2 de terraza. 
Living comedor amplio y luminoso, cocina integrada con barra, equipada con heladera, horno, anafe, campana y lavarropas. Toilette.
Amplia terraza con vistas despejadas hacia el mar. 
2 dormitorios en suite (principal con vestidor, al frente), segundo dormitorio contrafrente con terraza privada. 
Calefacción por caldereta a gas y equipos de aire acondicionado en todos los ambientes.
Un espacio de garaje.

El apartamento se entrega con luminarias y cortinas de enrollar.
Gastos comunes: $19.200.

El edificio cuenta con seguridad 24 hs y amenities de primer nivel:
Piscinas interiores
Piscinas exteriores
Gimnasio
Vestuarios
Spa (sauna y sala de masajes).
Salón de usos múltiples
Cocinas Gourmet
Business center
Salón para niños / adolescentes
Jardines parquizados
Grupo electrógeno para áreas comunes
Bicicleteros
WiFi en áreas comunes
"
575,Eduardo Acevedo  900,2023-10-06,100,1,3,0,Apartamento,Parque Rodó,Reciclada,Interior,1,3,49,0,64,0,2,0,1.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"¡TreeHouse Bienes Raíces Alquila!Apartamento de 2 dormitorio en Parque Rodó.A tan solo una cuadra de la rambla y del cuadrado de Parque Rodó, se encuentra este lindo apartamento recientemente reciclado. Una zona rodeada de servicios y  centros de estudios, como lo son la Facultad de Ciencias Económicas y de Administración, y la Facultad de Información y Comunicación.Unidad 102, un apartamento de 49 m2, en primer piso por escalera.Se distribuye en: Recibidor, living comedor, cocina con muebles bajo mesada y aéreos, 2 dormitorios, y baño completo. Además azotea de uso exclusivo para colgar ropa.Se aceptan garantías de Aseguradoras.Gastos comunes: $4.000, incluye Agua, limpieza de pasillo, impuestos domiciliarios. Coordina tu visita!            .  Caracteristicas:  PLACARD EN COCINA,  COCINA,  COMEDOR,  LIVING,  PERMITE MASCOTAS *** (TBR-TBR-3154)"
2900,Carrasco,2023-08-26,837,0,0,0,Apartamento,Carrasco,Excelente estado,Al frente,3,4,160,0,300,2013,3,2,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0," ALQUILER APARTAMENTO CARRASCO 3 DORMITORIOS  ESTAR PENTHOUSEAlquiler de cómodo y muy luminoso apartamento en Carrasco sur, similar a una casa. A la entrada gran living con techos en altura estufa a leña y salida a terraza, muy amplia al frente de 80m2. Comedor separado por puertas corredizas.Baño socialGranEstar con estufa a leña con salida a enorme terraza  de 120m2con parrillero,  la mitad  techada y por su orientación norte, utilizable todo el año. Cocina cómoda y luminosa. equipada con anafe, horno y campana. Tres buenos dormitorios con placares, principal en suite con vestidor. Servicio completo . Portería diurnaPiscina común al edificioCalefacción individualGarage para dos autos en filaObs: se puede ver el video de ésta propiedad en nuestra página web ***"
1450,,2023-08-23,375,0,0,0,Apartamento,Pocitos,Buen estado,No aplica,2,3,94,0,94,0,2,1,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Con una ubicación de primera. Sobre la rambla de Pocitos, cercano a servicios y transporte. Barrio familiar ideal para vivir. Unidad en perfecto estado, pronta para habitar.

Metraje Interior: 94 m2
Metraje Exterior: 15 m2

Distribución:
Living comedor con ventanales hacia la rambla, vista espectacular
Cocina definida con placares sobre y bajo mesada
Terraza lavadero con conexión para lavasecarropa
Baño completo y baño de servicio
2 dormitorios amplios con placard y dormitorio de servicio
Terraza hacia la rambla

El edificio fue proyectado por el arquitecto Pintos Risso, el mismo cuenta con pisos de parquet, ventanales, vistas despejadas, calefacción central, garaje compartido

Gastos comunes: $15.000

Por consultas, comuníquese con nosotros!
S.B.R. - Your Home!"
1500,luis de la torre,2023-10-07,125,0,0,0,Apartamento,Punta Carretas,Buen estado,No aplica,2,4,160,20,160,0,3,0,1.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,"Con una excelente ubicación, próximo a servicios y transporte. Zona tranquila y familiar, ideal para vivir.  Unidad completamente reformada en el 2004.  Superficie Interior: 160 m2 Superficie Exterior: 34 m2  (Balcón frontal: 4 m2 / Patio interno: 30 m2)  Distribución: Amplio living comedor con piso de parquet y salida al balcón frontal de 4 m2 Cocina definida con estar diario y estufa a leña 2 baños ( Completo + Suite ) de buenas dimensiones Dormitorio principal en suite con placard 2 Dormitorios de buenas dimensiones con placard Patio interno con lavadero Patio trasero Azotea transitable con parrillero (100 m2)  El apartamento ofrece aire acondicionado, estufa a leña, ambientes amplios, ascensor, balcón, patios y terraza. Consulte por garajeGastos comunes: 5000  Consulte por su visita. S.B.R. - Your Home!"
662,Av. Libertador 1700,2023-09-29,103,8,0,0,Apartamento,Aguada,A estrenar,No aplica,1,2,46,0,46,0,1,0,1.0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,"¡TreeHouse Bienes Raíces Alquila! Apartamento 1 DORMITORIO en Aguada, MontevideoUbicado en el barrio Aguada, en una zona repleta de servicios. Sobre la amplia y luminosa Avenida Libertador, esquina Pozos del Rey. A pasos de Facultad de Medicina, Facultad de Química, Palacio Legislativo, Aguada Park, Barrio Centro, plazas, parques, entre otros. Excelentes opciones de locomoción hacia cada barrio de Montevideo.01 Libertador es un proyecto residencial referente en la zona. Atractiva por su fachada verde, compuesta de hermosas jardineras lineales. Cuenta con vistas a la bahía de Montevideo y a todos sus alrededores desde su mirador ubicado en el último piso. Dispone de Coworking, Seguridad, y Patio Interno en planta baja. En la azotea cuenta con Mirador, Salón de Usos Múltiples con living totalmente equipado, Solárium, Laundry y 2 Parrilleros.Unidad en piso 8 con excelente iluminación, sol durante todo el día, orientación norte, toldos corta luz en fachada, jardineras con riego por goteo y mantenimiento a cargo de la administración. Un Apartamento de 46 m2 totales compuesto por: Living comedor con salida a gran balcón y aire acondicionado, cocina semi integrada con mesada y barra desayunadora en granito, anafe, campana de extracción, bajo mesada, armario, calefón e instalación para lavarropas. 1 dormitorios con salida al balcón y armario, baño completo accesible, con ventilación, espejo y doble iluminación. Todas las aberturas y persianas son de aluminio de buena calidad, los vidrios son aislantes térmicos y acústicos.Disposición lateral hacia Pozos del Rey, vista despejada ya que el padrón lindero es patrimonial.Garantías: aseguradorasGastos comunes: al rededor de $4.000Comisión inmobiliaria: 1 alquiler + IVA           .  Caracteristicas:  AZOTEA,  BALCON,  COMEDOR,  ESTAR,  LAVADERO,  LAVANDERíA,  LIVING,  LIVING COMEDOR,  SOLARIUM,  APTO PARA FAMILIAS/NIñOS,  CERRAMIENTO,  CONEXIóN A INTERNET,  ESTACIONAMIENTO,  KITCHENETTE,  LAUNDRY,  PERMITE MASCOTAS,  PLACARD EN COCINA,  PLACARD EN DORMITORIO,  PORTERIA,  SALA DE REUNIONES,  SEGURIDAD,  SERVICIO DE LIMPIEZA,  SUM,  AGUA CORRIENTE,  ALARMA,  CALEFON,  COCINA,  LUZ ELECTRICA,  PORTERO ELECTRICO,  SALóN DE USO COMúN,  SANEAMIENTO,  SISTEMA RIEGO,  VIGILANCIA *** (TBR-TBR-3146)"
712,isidoro de maria 1415,2023-09-08,92,4,2,10,Apartamento,Aguada,A estrenar,Al frente,1,3,66,5,66,2020,2,1,1.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,"Amplio apartamento a estrenar en La Aguada.Próximo al Mercado modelo, Facultad de Medicina, Palacio legislativo, Aguada Park entre otros centros comerciales de la zona. A pasos de San Martin Con servicios y transportes las 24 hs.Dispuesto al frenteVista despejada en todos los ambientesLiving comedor con aire acondicionado y salida al balcón.Dos amplios dormitoriosBaño completo con buena grifería y cómodas dimensionesCocina definida con placares alto y bajo mesada, campana de extracción, espacio para desayunador y terraza lavadero.Vidrio doble en todas las aberturas.Bajos gastos comunes.Barbacoa de uso común con vista panorámica en el ultimo piso.Garage $4000Cualquier consulta, estamos a las órdenes.S.B.R. - Your Home"
630,Solano antuña,2023-08-09,50,3,4,4,Apartamento,Punta Carretas,A estrenar,Contrafrente,1,1,325,2,325,2023,0,1,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"Ubicado en el centro del barrio Punta Carretas. Con cercanía a transporte y servicios las 24 hs. Ideal para vivienda o inversión.Zona familiar y de alta valorización.Orientación Este.Superficie Interior: 32 m2Excelente calidad constructiva y terminaciones.Ambiente principal, con ventanales DVH de piso a techo y placard.Cocina integrada con extractor y anafe.Baño completo.Terraza en azotea con parrillero.Garaje subterraneo.Zona de laundry.Espacio para bicicletas.Gastos de ocupación: 4%Precio con garaje: USD 730Precio sin garaje: USD 630Por consultas, contactenos!S.B.R. - Your Home"
800,coronel mora,2023-10-02,62,3,4,4,Apartamento,Punta Carretas,A estrenar,Interior,1,2,50,5,50,2023,1,1,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Apartamento 1 dormitorio en Punta CarretasCon una ubicación privilegiada, céntrica en el barrio y fácil acceso a servicios y transporte. Zona tranquila y familiar. Este apartamento es la opción ideal para transformarse en hogar o inversión.Metraje Interior: 43 m2Metraje Exterior: 3.35 m2Orientación Oeste - EsteEn cuanto a la distribución, esta se planteó de tal forma que se aprovecha al máximo la iluminación y ventilación natural. La construcción exterior es tradicional con terminaciones de primer nivel. La distribución es la siguiente.,Living Comedor, amplio y luminoso, con ventanales DVH en aluminio que permiten la salida a la terraza.Cocina integrada, con placares sobre y bajo mesada.Baño, con terminaciones y grifería de calidadDormitorio amplio y luminoso, con vestidor y ventanales DVH para una buena iluminaión.Terraza de uso común en azotea (compartida con todo el edificio)Precio con equipamiento: $34.000Alquiler garaje: $4.000Gastos comunes bajos.¡Agende hoy su visita!S.B.R. - Your Home."
950,,2023-06-01,0,0,0,0,Apartamento,Centro,A estrenar,Al frente,1,2,48,0,67,0,1,0,805.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,"Alquiler de apartamento de primera categoría ubicado en Ciudadela y Soriano. Este excelente apartamento a estrenar de 1 dormitorio y 1 baño se encuentra en el octavo piso de un edificio moderno y elegante.La ubicación de este apartamento es simplemente excepcional. Frente a la majestuosa Torre Ejecutiva y a pocos metros del reconocido Teatro Solís, tendrás acceso a una gran variedad de actividades culturales y recreativas. Además, la Rambla Gran Bretaña está a solo dos cuadras, brindándote la oportunidad de disfrutar de hermosos paseos junto al mar. También estarás a pasos de Ciudad Vieja, con su rica historia y su encanto bohemio.El edificio en sí es de alta gama y cuenta con 74 unidades. Además, cuenta con un sector de oficinas y remata en un skybar público en su último piso, desde donde podrás disfrutar de vistas panorámicas espectaculares de la ciudad.Para aquellos que deseen relajarse y disfrutar del sol, el edificio ofrece un solárium y una piscina descubierta. Si prefieres ejercitarte, podrás hacer uso del canal de nado climatizado, el jacuzzi y el gimnasio totalmente equipado. También hay bicicletas disponibles para aquellos que deseen explorar la ciudad sobre dos ruedas. Para los amantes de las parrilladas, el edificio cuenta con un parrillero de uso común, donde podrás disfrutar de deliciosas comidas al aire libre mientras contemplas las impresionantes vistas.El precio de alquiler para este apartamento es de $38,000. Si prefieres alquilarlo amoblado, el precio es de $76,000. También hay garajes disponibles por un costo adicional de $4000 y bauleras disponibles a partir de $3500.No pierdas la oportunidad de vivir en este encantador apartamento, rodeado de comodidades y en una ubicación privilegiada. ¡Contáctanos para más información y para programar una visita!"
775,ASENCIO ESQ. SUAREZ,2023-09-12,150,1,0,9,Apartamento,Prado,Buen estado,No aplica,2,3,77,2,77,2003,2,0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"COMPLEJO CON HERMOSO ENTORNO VERDE, A PASOS DE SUAREZ. El apto se encuentra en perfecto estado, cuenta con living comedor, 4 dormitorios con pisos de parquet, 2 baños, cocina con comedor diario y terraza lavadero.El complejo cuenta con vigilancia 24hs. plaza con juegos para niños y salón comunal.GASTOS COMUNES: $6.000GARANTÍA: Anda, CGN o Porto Seguro."
637,,2023-10-04,112,0,0,0,Apartamento,Aguada,Excelente estado,Al frente,1,3,65,0,65,2015,2,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"DESCRIPCIÓN ESPAÑOL:En la zona de Aguada en Montevideo, se encuentra este apartamento que cumple con altos estándares de calidad en cuanto a construcción y ubicación. Su ubicación es sobre la Avenida Agraciada.El inmueble posee 65 M² Internos, 2 Dormitorios, 1 Baño Completo y 1 Balcón al frente.Los datos y cifras que figuran en la publicación son aportados por terceros. Los mismos pueden cambiar sin previo aviso y los interesados deberán constatar los mismos antes de cualquier transacción inmobiliaria.BOSTON CLARKS - ALQUILERES MONTEVIDEO-------------------------------------------------------------------------------ENGLISH DESCRIPTION:Located in the area of Aguada, in Montevideo lies this Unit under very good quality standards regarding construction and location elements.Its location is on Agraciada Avenue. The property features 65 internal SQM, 2 bedrooms, 1 bathroom and a frontal balcony.BOSTON CLARKS – REAL ESTATE IN URUGUAY-------------------------------------------------------------------------------REF: (1002)"
3000,,2023-10-04,37,0,0,2,Apartamento,Pocitos,Buen estado,Al frente,2,4,450,220,450,2010,3,2,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,"DescripciónEn la zona de Pocitos en Montevideo, y frente al mar, se encuentra este Penthouse, que cumple con los más altos estándares de calidad en cuanto a construcción y ubicación. El inmueble posee 230 M² Internos, 220 M² Externos, 3 Dormitorios, Dormitorio de servicio, 3 Baños Completos, 1 Balcón al frente, barbacoa con parrillero, piscina, 2 Garages, Losa Radiante y Portería 24 hs.BOSTON CLARKS – APARTAMENTOS EN ALQUILER EN MONTEVIDEO-------------------------------------------------------------------Located in the area of Pocitos, in Montevideo and in front of the sea coast, lies this Penthouse under the highest quality standards regarding construction and location elements.The property features 230 internal SQM, 220 external SQM, 3 bedrooms, Service bedroom, 3 bathrooms, 2 Garages, barbecue, swimming pool,1 frontal balcony, under floor heating system and 24 hs doorman.BOSTON CLARKS – REAL ESTATE IN URUGUAY"
3100,,2023-10-08,450,0,0,0,Apartamento,Carrasco,Buen estado,Contrafrente,3,4,155,90,245,0,3,2,,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,"Apartamento en alquiler, planta baja con gran jardín cercado (155m2 construidos + 90m2  jardín).
Living comedor amplio. Terraza techada con parrillero y gran jardín propio a continuación. Cocina con office y terraza lavadero. Toilette.
3 dormitorios (principal en suite con  vestidor), los otros dos dormitorios comparten baño.
Terraza techada desde los dormitorios. 
Garaje para 2 autos.
Calefacción por losa radiante eléctrica individual y equipos de aire acondicionado.

Amenities:
- Amplia área de jardines comunes
- Piscina exterior climatizada
- Gimnasio
- Laundry
- Vestuario para personal de servicio 
- Seguridad 24hs con CCTV y alarmas centralizadas
- Barbacoa de uso común
- Zona de lounge y barbacoa en cada rooftop
- Fogones

Gastos comunes aprox.: $ 18.000.
Garantías: Aval bancario o aseguradoras.



"
550,Plaza del Entrevero,2023-09-24,95,0,0,0,Apartamento,Centro,A estrenar,Al frente,1,1,0,0,38,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"                                    Amplio y luminoso monoambiente al frente.Cuenta con aire acondicionado, mampara en el baño, calefón y extractor.Ubicado en un hermoso y estratégico lugar, frente a la  plaza del Entrevero, lo que permite tener vista a un espacio verde a la vez que estar en el centro de la ciudad con todos los servicios y línea de buses. Su fachada espejada y con recortes inclinados hace que se refleje la plaza del entrevero en la misma, mezclándose los verdes de la plaza con las jardineras de la torre y logrando de esa manera que el verde predomine.El edificio tiene  portería y vídeo vigilancia con monitor circuito cerrado pre instalación de aire acondicionado garajes opcionalesGarantia Anda y ContaduriaCoordina tu visita con nosotros!   "
2100,Eugenia vaz ferreira,2023-06-03,600,0,0,0,Apartamento,Parque Miramar,Excelente estado,Al frente,2,3,100,0,120,2022,2,2,,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,"            ALQUILER APARTAMENTO PARQUE MIRAMAR DOS DORMITORIOS TERRAZA PARRILLERO AMMENITIES WELL             Entrada a living comedor en dos ambientes y de muy buen tamaño, con cocina integrada con divina isla de mármol (anafes de inducción, horno eléctrico y extractor ya colocados y conexión para lavavajillas). Salida a terraza muy amplia con parrillero divina vista al lago y al atardecer.Baño social Dos dormitorios, uno con armario y uno en suite con gran vestidor y terraza. Otro baño completo.Calefacción individual a gas, que también calienta el agua.Aires acondicionados instalados en todo el departamento . Muy buena cantidad de armarios  en todo el apartamento.En el corredor hay tipo box depósito con conexión para lavarropas y mucho espacio de guardado.Baulera individual Cochera para un auto. Ammenities: gimnasio completo con muy buen equipamiento, lugares de reunión en el predio y dos barbacoas con vista al lago. Divina piscina.Huerta orgánica.GC:  $24000 "
